date,close
2020/11/11,4.7591
2020/11/12,4.7562
2020/11/13,4.7074
2020/11/16,4.7581
2020/11/17,4.7495
2020/11/18,4.7428
2020/11/19,4.783
2020/11/20,4.7973
2020/11/23,4.8528
2020/11/24,4.8222
2020/11/25,4.7629
2020/11/26,4.7696
2020/11/27,4.8375
2020/11/30,4.8136
2020/12/1,4.9198
2020/12/2,4.9093
2020/12/3,4.9074
2020/12/4,4.9179
2020/12/7,4.8758
2020/12/8,4.8605
2020/12/9,4.8031
2020/12/10,4.7935
2020/12/11,4.7399
2020/12/14,4.782
2020/12/15,4.7964
2020/12/16,4.806
2020/12/17,4.8739
2020/12/18,4.8461
2020/12/21,4.8892
2020/12/22,4.8155
2020/12/23,4.8548
2020/12/24,4.8548
2020/12/25,4.8949
2020/12/28,4.9083
2020/12/29,4.893
2020/12/30,4.9543
2020/12/31,5.0585
2021/1/4,5.1035
2021/1/5,5.1982
2021/1/6,5.2451
2021/1/7,5.3571
2021/1/8,5.3303
2021/1/11,5.27
2021/1/12,5.4231
2021/1/13,5.402
2021/1/14,5.3035
2021/1/15,5.2872
2021/1/18,5.3444
2021/1/19,5.2717
2021/1/20,5.3008
2021/1/21,5.3919
2021/1/22,5.3948
2021/1/25,5.4588
2021/1/26,5.3425
2021/1/27,5.3522
2021/1/28,5.2203
2021/1/29,5.1845
2021/2/1,5.2455
2021/2/2,5.3231
2021/2/3,5.3173
2021/2/4,5.3066
2021/2/5,5.3144
2021/2/8,5.3842
2021/2/9,5.5179
2021/2/10,5.6294
2021/2/18,5.5877
2021/2/19,5.6188
2021/2/22,5.4181
2021/2/23,5.4035
2021/2/24,5.261
2021/2/25,5.3105
2021/2/26,5.166
2021/3/1,5.2523
2021/3/2,5.1854
2021/3/3,5.2872
2021/3/4,5.1253
2021/3/5,5.105
2021/3/8,4.9247
2021/3/9,4.8267
2021/3/10,4.8471
2021/3/11,4.9722
2021/3/12,4.9848
2021/3/15,4.8859
2021/3/16,4.9179
2021/3/17,4.9402
2021/3/18,4.9789
2021/3/19,4.8442
2021/3/22,4.8994
2021/3/23,4.8558
2021/3/24,4.7821
2021/3/25,4.7783
2021/3/26,4.8791
2021/3/29,4.8888
2021/3/30,4.9314
2021/3/31,4.8956
2021/4/1,4.9557
2021/4/2,5.0032
2021/4/6,4.976
2021/4/7,4.9421
2021/4/8,4.9528
2021/4/9,4.8839
2021/4/12,4.8025
2021/4/13,4.7957
2021/4/14,4.8229
2021/4/15,4.7957
2021/4/16,4.8112
2021/4/19,4.9334
2021/4/20,4.9256
2021/4/21,4.9373
2021/4/22,4.9334
2021/4/23,4.9828
2021/4/26,4.9208
2021/4/27,4.9334
2021/4/28,4.9702
2021/4/29,5.0148
2021/4/30,4.9712
2021/5/6,4.9062
2021/5/7,4.8471
2021/5/10,4.8461
2021/5/11,4.8713
2021/5/12,4.9014
2021/5/13,4.8481
2021/5/14,4.9702
2021/5/17,5.0293
2021/5/18,5.0313
2021/5/19,5.0177
2021/5/20,5.0313
2021/5/21,4.978
2021/5/24,5.0051
2021/5/25,5.1641
2021/5/26,5.1651
2021/5/27,5.1835
2021/5/28,5.1689
2021/5/31,5.1748
2021/6/1,5.1825
2021/6/2,5.1408
2021/6/3,5.1011
2021/6/4,5.1331
2021/6/7,5.1273
2021/6/8,5.0865
2021/6/9,5.0943
2021/6/10,5.1273
2021/6/11,5.0798
2021/6/15,5.0226
2021/6/16,4.9537
2021/6/17,4.9644
2021/6/18,4.9692
2021/6/21,4.9625
2021/6/22,4.9877
2021/6/23,5.0177
2021/6/24,5.0303
2021/6/25,5.1088
2021/6/28,5.1176
2021/6/29,5.0652
2021/6/30,5.0953
2021/7/1,5.0933
2021/7/2,4.9566
2021/7/5,4.9634
2021/7/6,4.9702
2021/7/7,5.0216
2021/7/8,4.9789
2021/7/9,4.9557
2021/7/12,5.0216
2021/7/13,5.0371
2021/7/14,4.9818
2021/7/15,5.0478
2021/7/16,4.9983
2021/7/19,5.0197
2021/7/20,5.0071
2021/7/21,5.0449
2021/7/22,5.0497
2021/7/23,4.9993
2021/7/26,4.8296
2021/7/27,4.6619
2021/7/28,4.6716
2021/7/29,4.756
2021/7/30,4.723
2021/8/2,4.8403
2021/8/3,4.8423
2021/8/4,4.8849
2021/8/5,4.8558
2021/8/6,4.8403
2021/8/9,4.8936
2021/8/10,4.9489
2021/8/11,4.9227
2021/8/12,4.8917
2021/8/13,4.8655
2021/8/16,4.8626
2021/8/17,4.754
2021/8/18,4.8054
2021/8/19,4.7725
2021/8/20,4.6852
2021/8/23,4.755
2021/8/24,4.8054
2021/8/25,4.819
2021/8/26,4.7366
2021/8/27,4.7492
2021/8/30,4.7317
2021/8/31,4.7298
2021/9/1,4.7977
2021/9/2,4.7938
2021/9/3,4.7676
2021/9/6,4.849
2021/9/7,4.9101
2021/9/8,4.8898
2021/9/9,4.8878
2021/9/10,4.9353
2021/9/13,4.9091
2021/9/14,4.8452
2021/9/15,4.7938
2021/9/16,4.7395
2021/9/17,4.7773
2021/9/22,4.7453
2021/9/23,4.7734
2021/9/24,4.7802
2021/9/27,4.8112
2021/9/28,4.8025
2021/9/29,4.7705
2021/9/30,4.7841
2021/10/8,4.8529
2021/10/11,4.8519
2021/10/12,4.8015
2021/10/13,4.8558
2021/10/14,4.8296
2021/10/15,4.8529
2021/10/18,4.7967
2021/10/19,4.8423
2021/10/20,4.8287
2021/10/21,4.85
2021/10/22,4.882
2021/10/25,4.8985
2021/10/26,4.882
2021/10/27,4.818
2021/10/28,4.7977
2021/10/29,4.8287
2021/11/1,4.8132
2021/11/2,4.7628
2021/11/3,4.7434
2021/11/4,4.7889
2021/11/5,4.7725
